THORLABS (LIUCWHA),
546.57968,0.001293549
546.80628,0.001289158
547.03288,0.001286833
547.2595,0.001288964
547.48612,0.00128905
547.71276,0.001284186
547.93942,0.001286188
548.16608,0.001286166
548.39276,0.001286898
548.61945,0.001294432
548.84615,0.00128382
549.07287,0.00128608
549.29959,0.001284444
549.52633,0.001285822
549.75308,0.001284444
549.97985,0.001301879
550.20662,0.00130231
550.43341,0.00130655
550.66021,0.001305302
550.88703,0.001294087
551.11385,0.001299705
551.34069,0.001291117
551.56754,0.001302568
551.7944,0.001299081
552.02128,0.001305538
552.24816,0.001299253
552.47506,0.001313847
552.70197,0.001314148
552.9289,0.001312964
553.15583,0.00131361
553.38278,0.001318389
553.60974,0.00132603
553.83671,0.001324329
554.0637,0.001315526
554.29069,0.001317011
554.5177,0.001318884
554.74473,0.001319099
554.97176,0.001321036
555.1988,0.001322521
555.42586,0.001320024
555.65293,0.001326353
555.88002,0.00132123
556.10711,0.00131686
556.33422,0.001315009
556.56134,0.001314019
556.78847,0.001314923
557.01561,0.001309994
557.24277,0.001301922
557.46993,0.001312598
557.69711,0.001312491
557.92431,0.001305
558.15151,0.001298005
558.37873,0.001302137
558.60596,0.001309176
558.8332,0.001303752
559.06045,0.001291978
559.28771,0.001295099
559.51499,0.001293872
559.74228,0.001293097
559.96958,0.00128608
560.1969,0.001288362
560.42422,0.001286812
560.65156,0.001278546
560.87891,0.001266643
561.10627,0.001284509
561.33365,0.001271228
561.56103,0.001276006
561.78843,0.00127831
562.01584,0.00127874
562.24326,0.001285348
562.4707,0.001282313
562.69815,0.001270496
562.9256,0.001275619
563.15308,0.001278697
563.38056,0.001281258
563.60805,0.001281366
563.83556,0.001283734
564.06308,0.001282507
564.29061,0.001288663
564.51815,0.00127775
564.74571,0.001287221
564.97328,0.001291375
565.20086,0.001292042
565.42845,0.001288663
565.65605,0.001297251
565.88367,0.001297101
566.11129,0.001282765
566.33893,0.001277621
566.56659,0.001276179
566.79425,0.001281861
567.02192,0.001282292
567.24961,0.001270367
567.47731,0.001288319
567.70502,0.001277513
567.93275,0.001282335
568.16048,0.001267935
568.38823,0.001265502
568.61599,0.001248218
568.84376,0.001238984
569.07155,0.001239716
569.29934,0.00124768
569.52715,0.001258571
569.75497,0.001239178
569.9828,0.001233237
570.21064,0.001221549
570.4385,0.0012217
570.66636,0.001219439
570.89424,0.001217309
571.12213,0.001217115
571.35004,0.001221248
571.57795,0.001229621
571.80588,0.001222883
572.03382,0.001206395
572.26177,0.001203899
572.48973,0.001207106
572.71771,0.001217933
572.94569,0.001198474
573.17369,0.001216986
573.4017,0.001208613
573.62972,0.00121225
573.85776,0.001215221
574.0858,0.001203856
574.31386,0.001208914
574.54193,0.00120646
574.77001,0.001205298
574.99811,0.001191221
575.22621,0.001199056
575.45433,0.001215135
575.68246,0.001200196
575.9106,0.001199917
576.13875,0.001203726
576.36692,0.001189154
576.59509,0.001202134
576.82328,0.001194686
577.05148,0.00120011
577.27969,0.0011994
577.50792,0.001193567
577.73615,0.001191307
577.9644,0.001174388
578.19266,0.001178973
578.42093,0.00118091
578.64921,0.001181082
578.87751,0.001183536
579.10581,0.001187346
579.33413,0.001169933
579.56246,0.001170557
579.7908,0.001177638
580.01916,0.001173592
580.24752,0.001161753
580.4759,0.001166639
580.70429,0.001145739
580.93269,0.001152993
581.1611,0.001153014
581.38952,0.001153918
581.61796,0.001141434
581.84641,0.001160526
582.07487,0.001149333
582.30334,0.001149915
582.53182,0.001150517
582.76032,0.00115493
582.98882,0.001154973
583.21734,0.001148128
583.44587,0.001151572
583.67441,0.001169803
583.90297,0.001152498
584.13153,0.001164788
584.36011,0.00115211
584.58869,0.001161818
584.81729,0.001157685
585.04591,0.001156523
585.27453,0.001140831
585.50317,0.001139583
585.73181,0.001126345
585.96047,0.001130327
586.18914,0.001124774
586.41782,0.001135708
586.64652,0.001123267
586.87522,0.001136978
587.10394,0.001132566
587.33267,0.001125032
587.56141,0.001126345
587.79016,0.001115669
588.01892,0.001102496
588.2477,0.001108845
588.47648,0.001113086
588.70528,0.001116379
588.93409,0.001101592
589.16291,0.00111074
589.39175,0.001106671
589.62059,0.001115647
589.84945,0.001101398
590.07831,0.001101893
590.30719,0.001105466
590.53609,0.001095091
590.76499,0.001095586
590.9939,0.00111046
591.22283,0.001088053
591.45177,0.001092939
591.68072,0.001089839
591.90968,0.001089796
592.13865,0.001076279
592.36763,0.001081638
592.59663,0.001069993
592.82563,0.001072641
593.05465,0.001064117
593.28368,0.00106896
593.51272,0.001074923
593.74178,0.001074557
593.97084,0.001059145
594.19992,0.001059446
594.42901,0.001051783
594.65811,0.001044078
594.88722,0.001036566
595.11634,0.001035468
595.34547,0.001039364
595.57462,0.001038072
595.80377,0.001037168
596.03294,0.001039773
596.26212,0.001042011
596.49131,0.001037405
596.72052,0.00103
596.94973,0.001028192
597.17896,0.001019948
597.40819,0.001022488
597.63744,0.001016332
597.8667,0.00102378
598.09597,0.001017473
598.32526,0.001023629
598.55455,0.001021369
598.78386,0.001017387
599.01318,0.001017043
599.2425,0.001011834
599.47185,0.001003396
599.7012,0.001007141
599.93056,0.001004623
600.15993,0.000996422
600.38932,0.000993064
600.61872,0.001005742
600.84813,0.000996982
601.07755,0.000998919
601.30698,0.000994011
601.53642,0.000992784
601.76588,0.00098835
601.99534,0.000977911
602.22482,0.000975586
602.45431,0.00097296
602.68381,0.000978901
602.91332,0.000969408
603.14284,0.000967277
603.37238,0.000968655
603.60192,0.000968763
603.83148,0.000970312
604.06105,0.000960842
604.29063,0.000960196
604.52022,0.000954341
604.74982,0.000950682
604.97944,0.000940651
605.20906,0.000952468
605.4387,0.000942567
605.66835,0.000944741
605.898,0.000937315
606.12768,0.000940436
606.35736,0.000926746
606.58705,0.000928253
606.81675,0.000930018
607.04647,0.000923023
607.2762,0.000917814
607.50594,0.000923561
607.73569,0.000915123
607.96545,0.000924357
608.19522,0.000916027
608.425,0.000909032
608.6548,0.000912583
608.8846,0.000904124
609.11442,0.000898872
609.34425,0.000902359
609.57409,0.000895665
609.80394,0.000894007
610.0338,0.000889595
610.26368,0.000879241
610.49356,0.000876185
610.72346,0.000881867
610.95336,0.000862043
611.18328,0.000877584
611.41321,0.000870244
611.64315,0.000862818
611.87311,0.000865573
612.10307,0.000861075
612.33304,0.000860859
612.56303,0.000850549
612.79303,0.000854187
613.02304,0.000852228
613.25306,0.000843123
613.48309,0.000847062
613.71313,0.000840239
613.94318,0.000842692
614.17325,0.000838926
614.40332,0.000832554
614.63341,0.000828529
614.86351,0.000829024
615.09362,0.000825516
615.32374,0.000811955
615.55387,0.000810599
615.78401,0.000819123
616.01416,0.000814151
616.24433,0.000809674
616.4745,0.000812881
616.70469,0.000810922
616.93489,0.000807844
617.1651,0.000806983
617.39532,0.000799492
617.62555,0.000799514
617.85579,0.000784963
618.08605,0.000793293
618.31631,0.000778527
618.54659,0.000785114
618.77688,0.000777193
619.00717,0.000788859
619.23748,0.000762836
619.4678,0.000787352
619.69814,0.000776569
619.92848,0.000764967
620.15883,0.000763589
620.3892,0.000762319
620.61957,0.000758617
620.84996,0.000757627
621.08036,0.000732055
621.31077,0.000758509
621.54119,0.000748995
621.77162,0.000757584
622.00206,0.000746025
622.23252,0.000746412
622.46298,0.000738147
622.69345,0.000740041
622.92394,0.000736726
623.15444,0.000725706
623.38495,0.000729838
623.61547,0.00072732
623.846,0.000715029
624.07654,0.000724113
624.30709,0.000728138
624.53766,0.000715223
624.76823,0.000705451
624.99882,0.000713781
625.22941,0.000702674
625.46002,0.000704654
625.69064,0.000697271
625.92127,0.00070657
626.15191,0.000692041
626.38256,0.000690513
626.61322,0.000700522
626.8439,0.000698262
627.07458,0.000692084
627.30528,0.000681451
627.53598,0.000682398
627.7667,0.000684873
627.99743,0.000678889
628.22817,0.000680418
628.45892,0.000671227
628.68968,0.000674175
628.92045,0.000667266
629.15123,0.000667245
629.38203,0.000665888
629.61283,0.000656848
629.84365,0.000657386
630.07447,0.000659237
630.30531,0.000645763
630.53616,0.000651187
630.76702,0.000646279
630.99789,0.000644536
631.22877,0.000647313
631.45966,0.000642556
631.69057,0.000636916
631.92148,0.000635496
632.1524,0.000620127
632.38334,0.000637153
632.61429,0.000626455
632.84524,0.000621505
633.07621,0.000630868
633.30719,0.000625766
633.53818,0.000617996
633.76918,0.000612227
634.00019,0.000603445
634.23121,0.000612701
634.46225,0.000591628
634.69329,0.000605641
634.92435,0.000599721
635.15541,0.000600346
635.38649,0.000596923
635.61758,0.000593286
635.84867,0.000592984
636.07978,0.000579122
636.3109,0.000582093
636.54203,0.000584202
636.77317,0.000573074
637.00433,0.000585515
637.23549,0.000573483
637.46666,0.00057486
637.69785,0.000567908
637.92904,0.000556586
638.16025,0.00056059
638.39146,0.000560934
638.62269,0.000554283
638.85393,0.000547782
639.08518,0.00055142
639.31644,0.000543391
639.54771,0.000542487
639.77899,0.000538936
640.01028,0.000542014
640.24159,0.000530326
640.4729,0.000522512
640.70422,0.000531746
640.93556,0.000513386
641.1669,0.000514828
641.39826,0.000520252
641.62963,0.000517626
641.86101,0.000512245
642.09239,0.000497888
642.32379,0.000510566
642.5552,0.00050822
642.78662,0.00049156
643.01805,0.000496145
643.2495,0.000489773
643.48095,0.000501913
643.71241,0.00050497
643.94389,0.000491258
644.17537,0.000482885
644.40687,0.00048211
644.63837,0.000474362
644.86989,0.00047038
645.10142,0.00047759
645.33295,0.000468055
645.5645,0.00046883
645.79606,0.000467818
646.02763,0.000462545
646.25921,0.000463728
646.4908,0.000458261
646.7224,0.000459617
646.95402,0.000455743
647.18564,0.00045331
647.41727,0.000456475
647.64892,0.000464116
647.88057,0.000457034
648.11224,0.000444765
648.34391,0.000451911
648.5756,0.000438975
648.8073,0.000437856
649.03901,0.000437253
649.27072,0.00042931
649.50245,0.000432367
649.73419,0.000433529
649.96594,0.000435057
650.1977,0.000431075
650.42947,0.000432604
650.66126,0.000431915
650.89305,0.000421475
651.12485,0.000417622
651.35666,0.00042578
651.58849,0.000423779
651.82032,0.000416805
652.05217,0.000421002
652.28402,0.000418376
652.51589,0.00041293
652.74776,0.000410455
652.97965,0.000420033
653.21155,0.000402512
653.44346,0.000405698
653.67538,0.000405504
653.90731,0.000412069
654.13924,0.000412026
654.37119,0.000403502
654.60316,0.000431829
654.83513,0.000436306
655.06711,0.000428557
655.2991,0.000440094
655.5311,0.000428019
655.76312,0.000435961
655.99514,0.000429892
656.22717,0.000421626
656.45922,0.000413791
656.69127,0.000427179
656.92334,0.000429009
657.15541,0.000421734
657.3875,0.000399563
657.61959,0.000396442
657.8517,0.000381698
658.08382,0.000381009
658.31595,0.000368094
658.54809,0.000368438
658.78023,0.000362282
659.01239,0.000367857
659.24456,0.000349109
659.47674,0.000364543
659.70893,0.000360388
659.94113,0.000349841
660.17334,0.000358968
660.40557,0.000341834
660.6378,0.000352962
660.87004,0.000346225
661.10229,0.000343319
661.33455,0.000343276
661.56683,0.000344481
661.79911,0.000344029
662.03141,0.000347043
662.26371,0.000343448
662.49603,0.000337787
662.72835,0.0003247
662.96069,0.000331502
663.19303,0.000334516
663.42539,0.000318264
663.65775,0.00032922
663.89013,0.00032442
664.12252,0.000326078
664.35492,0.000326422
664.58732,0.000316844
664.81974,0.000325561
665.05217,0.000325368
665.28461,0.000314605
665.51706,0.000303606
665.74952,0.000315315
665.98199,0.000313012
666.21447,0.000309611
666.44696,0.000305479
666.67946,0.000302272
666.91197,0.000301174
667.14449,0.000305371
667.37702,0.000301776
667.60956,0.000298053
667.84211,0.000295147
668.07467,0.000294824
668.30725,0.000299689
668.53983,0.000290777
668.77242,0.000292263
669.00502,0.000291983
669.23764,0.000294092
669.47026,0.000285482
669.7029,0.000287506
669.93554,0.000285762
670.16819,0.000279692
670.40086,0.000280532
670.63353,0.000281629
670.86622,0.000276141
671.09891,0.000276205
671.33162,0.000275732
671.56433,0.000268628
671.79706,0.000272847
672.02979,0.000273687
672.26254,0.000257866
672.4953,0.000264732
672.72806,0.000266928
672.96084,0.000265012
673.19362,0.0002606
673.42642,0.000260858
673.65923,0.000262558
673.89205,0.000259007
674.12487,0.000252033
674.35771,0.000256639
674.59056,0.000257349
674.82342,0.000252162
675.05628,0.00024747
675.28916,0.000246544
675.52205,0.000239721
675.75495,0.000241077
675.98786,0.000241981
676.22077,0.00024607
676.4537,0.000238257
676.68664,0.000236535
676.91959,0.000234598
677.15255,0.000236686
677.38552,0.000238558
677.6185,0.000235846
677.85149,0.000236212
678.08449,0.000239505
678.3175,0.000226849
678.55051,0.000237762
678.78354,0.000232876
679.01658,0.000228571
679.24963,0.000222329
679.48269,0.000225192
679.71576,0.00022969
679.94884,0.000228205
680.18193,0.000218949
680.41503,0.000222802
680.64814,0.000221683
680.88126,0.000216818
681.11439,0.000209457
681.34753,0.000216345
681.58068,0.000215979
681.81384,0.000214946
682.04701,0.000209887
682.28019,0.000214795
682.51338,0.000204894
682.74658,0.000203861
682.97979,0.000204549
683.21301,0.000204226
683.44624,0.000195552
683.67948,0.00020244
683.91273,0.000199792
684.14599,0.000189697
684.37926,0.000201385
684.61254,0.000192087
684.84583,0.000190817
685.07913,0.000198522
685.31244,0.000199297
685.54576,0.000197941
685.77909,0.000190386
686.01243,0.000193443
686.24578,0.000189999
686.47914,0.00019327
686.71251,0.000189848
686.94589,0.000202483
687.17928,0.00018466
687.41268,0.000189116
687.64609,0.000179688
687.87951,0.000182917
688.11294,0.000186167
688.34638,0.000183756
688.57982,0.000177686
688.81328,0.00017872
689.04675,0.000170777
689.28023,0.000174243
689.51372,0.000180248
689.74722,0.000171789
689.98073,0.000173618
690.21424,0.000172822
690.44777,0.000167828
690.68131,0.000170411
690.91486,0.000177493
691.14842,0.000164535
691.38198,0.00017265
691.61556,0.000170239
691.84915,0.000166386
692.08274,0.000167979
692.31635,0.00015571
692.54997,0.000158852
692.78359,0.000168818
693.01723,0.000168818
693.25088,0.000153557
693.48453,0.000150027
693.7182,0.000162684
693.95187,0.000162469
694.18556,0.000151017
694.41925,0.000143032
694.65296,0.000150824
694.88667,0.000151383
695.1204,0.000148284
695.35413,0.000148348
695.58788,0.0001567
695.82163,0.00014258
696.0554,0.000143979
696.28917,0.00014499
696.52295,0.000142515
696.75675,0.000148886
696.99055,0.00014639
697.22436,0.00014372
697.45818,0.000139609
697.69202,0.000140793
697.92586,0.000136144
698.15971,0.000144711
698.39357,0.000138598
698.62744,0.000129686
698.86132,0.000137306
699.09521,0.000144668
699.32911,0.000132958
699.56302,0.000128804
699.79694,0.000134314
700.03087,0.000139157
700.26481,0.000131903
700.49876,0.000120711
700.73272,0.000131107
700.96669,0.000126415
701.20066,0.000131516
701.43465,0.000124693
701.66865,0.000123078
701.90266,0.00012112
702.13667,0.000119613
702.3707,0.000125704
702.60473,0.000132721
702.83878,0.000119333
703.07284,0.000124477
703.3069,0.000119807
703.54097,0.000125984
703.77506,0.000120689
704.00915,0.000115824
704.24326,0.000118472
704.47737,0.000112467
704.71149,0.000117245
704.94562,0.000118128
705.17977,0.000106418
705.41392,0.000113177
705.64808,0.000118214
705.88225,0.000111885
706.11643,0.00010545
706.35062,0.00011647
706.58482,0.000116513
706.81903,0.00011703
707.05325,0.00010842
707.28748,0.00010362
707.52171,0.000112768
707.75596,0.000105729
707.99022,0.000101102
708.22449,0.000110852
708.45876,0.000113177
708.69305,0.000115394
708.92734,9.80E-05
709.16165,9.55E-05
709.39596,0.000102006
709.63029,0.000100606
709.86462,0.00010659
710.09896,0.000100822
710.33332,0.000102716
710.56768,0.000102501
710.80205,9.41E-05
711.03643,0.000102199
711.27082,9.92E-05
711.50522,9.03E-05
711.73963,0.000106806
711.97405,8.99E-05
712.20848,0.000102049
712.44292,9.99E-05
712.67737,9.08E-05
712.91182,9.65E-05
713.14629,9.69E-05
713.38077,8.07E-05
713.61525,0.000103211
713.84975,9.54E-05
714.08425,8.61E-05
714.31876,9.09E-05
714.55329,8.10E-05
714.78782,8.41E-05
715.02236,8.75E-05
715.25692,8.90E-05
715.49148,9.27E-05
715.72605,9.12E-05
715.96063,8.69E-05
716.19522,8.18E-05
716.42982,8.12E-05
716.66443,7.80E-05
716.89904,8.97E-05
717.13367,7.51E-05
717.36831,8.47E-05
717.60295,7.91E-05
717.83761,8.90E-05
718.07227,8.78E-05
718.30695,7.69E-05
718.54163,7.82E-05
718.77633,8.43E-05
719.01103,8.38E-05
719.24574,8.54E-05
719.48046,7.82E-05
719.71519,8.05E-05
719.94993,8.39E-05
720.18468,7.43E-05
720.41944,8.27E-05
720.65421,7.40E-05
720.88899,7.61E-05
721.12377,8.54E-05
721.35857,7.81E-05
721.59337,7.74E-05
721.82819,7.09E-05
722.06301,6.24E-05
722.29785,7.89E-05
722.53269,6.92E-05
722.76754,7.68E-05
723.0024,6.73E-05
723.23727,6.98E-05
723.47216,6.83E-05
723.70704,6.46E-05
723.94194,6.39E-05
724.17685,7.51E-05
724.41177,6.85E-05
724.6467,6.88E-05
724.88163,7.01E-05
725.11658,6.74E-05
725.35153,6.87E-05
725.58649,5.69E-05
725.82147,6.52E-05
726.05645,7.61E-05
726.29144,6.59E-05
726.52644,6.53E-05
726.76145,6.59E-05
726.99647,6.38E-05
727.2315,5.99E-05
727.46654,6.03E-05
727.70158,6.52E-05
727.93664,6.16E-05
728.17171,6.58E-05
728.40678,6.23E-05
728.64187,6.03E-05
728.87696,6.04E-05
729.11206,6.12E-05
729.34717,7.15E-05
729.58229,6.37E-05
729.81742,6.63E-05
730.05256,5.19E-05
730.28771,5.43E-05
730.52287,5.89E-05
730.75804,5.86E-05
730.99321,4.37E-05
731.2284,6.18E-05
731.46359,5.70E-05
731.69879,5.45E-05
731.93401,5.45E-05
732.16923,6.38E-05
732.40446,4.59E-05
732.6397,5.28E-05
732.87495,4.91E-05
733.11021,4.74E-05
733.34547,6.38E-05
733.58075,4.72E-05
733.81604,5.53E-05
734.05133,5.39E-05
734.28664,5.97E-05
734.52195,5.35E-05
734.75727,5.01E-05
734.9926,5.33E-05
735.22794,4.40E-05
735.46329,4.86E-05
735.69865,5.73E-05
735.93402,5.25E-05
736.1694,4.70E-05
736.40478,4.87E-05
736.64018,4.41E-05
736.87558,4.17E-05
737.111,5.43E-05
737.34642,4.44E-05
737.58185,4.10E-05
737.81729,4.52E-05
738.05274,4.91E-05
738.2882,4.90E-05
738.52367,4.46E-05
738.75914,5.82E-05
738.99463,4.43E-05
739.23012,4.94E-05
739.46563,4.93E-05
739.70114,4.67E-05
739.93666,4.21E-05
740.17219,4.54E-05
740.40773,4.77E-05
740.64328,4.73E-05
740.87884,3.82E-05
741.11441,4.31E-05
741.34998,3.60E-05
741.58557,4.43E-05
741.82116,3.96E-05
742.05676,3.93E-05
742.29238,4.56E-05
742.528,4.31E-05
742.76363,4.04E-05
742.99927,4.01E-05
743.23491,3.90E-05
743.47057,4.29E-05
743.70624,3.32E-05
743.94191,4.52E-05
744.1776,2.94E-05
744.41329,3.40E-05
744.64899,4.03E-05
744.8847,3.62E-05
745.12042,3.41E-05
745.35615,4.14E-05
745.59189,4.12E-05
745.82763,3.56E-05
746.06339,3.45E-05
746.29915,4.14E-05
746.53493,3.41E-05
746.77071,4.04E-05
747.0065,4.16E-05
747.2423,3.51E-05
747.47811,4.09E-05
747.71393,3.36E-05
747.94975,3.73E-05
748.18559,4.28E-05
748.42143,3.17E-05
748.65728,3.51E-05
748.89315,4.14E-05
749.12902,3.28E-05
749.3649,3.27E-05
749.60079,3.30E-05
749.83668,2.24E-05
750.07259,4.03E-05
750.30851,2.44E-05
750.54443,2.52E-05
750.78036,3.09E-05
751.0163,3.55E-05
751.25226,3.46E-05
751.48821,3.97E-05
751.72418,3.38E-05
751.96016,2.78E-05
752.19615,3.25E-05
752.43214,2.63E-05
752.66814,2.82E-05
752.90416,4.20E-05
753.14018,2.66E-05
753.37621,3.46E-05
753.61225,2.88E-05
753.8483,3.76E-05
754.08435,1.91E-05
754.32042,2.27E-05
754.55649,3.47E-05
754.79257,1.97E-05
755.02867,3.26E-05
755.26477,2.16E-05
755.50087,3.00E-05
755.73699,2.89E-05
755.97312,3.57E-05
756.20925,2.42E-05
756.4454,2.01E-05
756.68155,2.63E-05
756.91771,2.15E-05
757.15388,1.59E-05
757.39006,2.31E-05
757.62625,1.83E-05
757.86245,2.65E-05
758.09865,2.85E-05
758.33487,1.94E-05
758.57109,2.20E-05
758.80732,2.82E-05
759.04356,2.23E-05
759.27981,3.07E-05
759.51607,3.26E-05
759.75233,2.41E-05
759.98861,2.23E-05
760.22489,2.61E-05
760.46118,2.47E-05
760.69748,2.63E-05
760.93379,1.85E-05
761.17011,2.74E-05
761.40644,2.52E-05
761.64278,1.47E-05
761.87912,1.87E-05
762.11547,2.28E-05
762.35183,2.54E-05
762.5882,1.30E-05
762.82458,2.61E-05
763.06097,2.67E-05
763.29737,1.79E-05
763.53377,2.20E-05
763.77019,3.01E-05
764.00661,2.73E-05
764.24304,2.26E-05
764.47948,2.18E-05
764.71593,2.25E-05
764.95238,2.73E-05
765.18885,1.19E-05
765.42532,1.76E-05
765.6618,6.50E-06
765.89829,1.36E-05
766.13479,2.62E-05
766.3713,1.52E-05
766.60782,2.52E-05
766.84434,1.67E-05
767.08088,1.68E-05
767.31742,2.01E-05
767.55397,2.38E-05
767.79053,1.54E-05
768.0271,1.16E-05
768.26367,2.78E-05
768.50026,1.76E-05
768.73685,2.89E-05
768.97346,1.24E-05
769.21007,2.36E-05
769.44669,2.62E-05
769.68331,1.54E-05
769.91995,1.59E-05
770.15659,1.87E-05
770.39325,1.45E-05
770.62991,1.55E-05
770.86658,3.25E-06
771.10326,5.79E-06
771.33995,3.42E-05
771.57664,1.48E-05
771.81335,1.75E-05
772.05006,8.85E-06
772.28678,2.02E-05
772.52351,1.37E-05
772.76025,1.49E-05
772.997,2.67E-05
773.23375,1.81E-05
773.47052,2.64E-05
773.70729,5.99E-07
773.94407,1.80E-05
774.18086,7.62E-06
774.41765,4.95E-06
774.65446,1.46E-05
774.89127,2.30E-05
775.1281,7.53E-06
775.36493,1.83E-05
775.60177,1.43E-05
775.83862,1.50E-06
776.07547,6.13E-06
776.31234,1.19E-05
776.54921,3.64E-06
776.78609,1.49E-05
777.02298,1.42E-05
777.25988,1.31E-05
777.49679,1.01E-05
777.7337,1.94E-05
777.97063,1.65E-05
778.20756,2.27E-05
778.4445,7.19E-06
778.68145,8.35E-06
778.91841,0
779.15537,1.43E-05
779.39235,9.32E-06
779.62933,2.80E-06
779.86632,3.96E-06
780.10332,3.25E-05
780.34033,1.58E-05
780.57734,0
780.81437,8.35E-06
781.0514,1.76E-06
781.28844,1.92E-05
781.52549,1.86E-05
781.76255,4.86E-06
781.99961,1.02E-05
782.23669,1.34E-05
782.47377,7.68E-06
782.71086,1.00E-05
782.94796,1.18E-05
783.18507,1.75E-05
783.42218,1.18E-05
783.6593,1.07E-05
783.89644,6.65E-06
784.13358,0
784.37073,1.04E-05
784.60788,1.11E-05
784.84505,1.93E-05
785.08222,4.48E-06
785.3194,5.27E-06
785.55659,1.47E-05
785.79379,1.06E-05
786.031,8.18E-06
786.26821,1.96E-05
786.50544,0
786.74267,1.91E-05
786.97991,5.98E-06
787.21716,1.02E-05
787.45441,2.88E-06
787.69168,1.44E-05
787.92895,4.80E-07
788.16623,1.41E-05
788.40352,3.68E-06
788.64081,1.55E-05
788.87812,0
789.11543,3.77E-06
789.35275,2.67E-05
789.59008,4.71E-06
789.82742,4.58E-06
790.06477,3.83E-06
790.30212,1.03E-05
790.53949,9.66E-06
790.77686,0
791.01424,0
791.25162,2.08E-06
791.48902,5.83E-06
791.72642,1.65E-05
791.96383,1.31E-05
792.20125,0
792.43868,0
792.67612,0
792.91356,0
793.15101,1.20E-05
793.38847,4.71E-06
793.62594,2.30E-06
793.86342,4.54E-06
794.1009,2.56E-06
794.3384,2.05E-06
794.5759,3.90E-06
794.81341,2.74E-07
795.05092,4.37E-06
795.28845,1.14E-05
795.52598,1.05E-05
795.76352,0
796.00107,8.42E-06
796.23863,1.30E-05
796.4762,0
796.71377,4.46E-06
796.95135,1.18E-05
797.18894,1.36E-05
797.42654,0
797.66415,0
797.90176,8.46E-06
798.13938,0
798.37701,0
798.61465,1.61E-05
798.8523,2.48E-06
799.08995,1.75E-05
799.32761,0
799.56528,5.34E-06
799.80296,1.25E-06
800.04065,1.02E-05
800.27834,0
800.51605,0
800.75376,0
800.99147,1.13E-05
801.2292,1.34E-05
801.46694,0
801.70468,6.54E-06
801.94243,0
802.18019,0
802.41795,0
802.65573,1.04E-05
802.89351,5.85E-06
803.1313,0
803.3691,1.05E-05
803.6069,5.32E-06
803.84472,6.52E-06
804.08254,2.88E-06
804.32037,0
804.55821,0
804.79605,8.22E-06
805.03391,0
805.27177,1.52E-05
805.50964,6.39E-06
805.74752,0
805.9854,1.10E-05
806.2233,1.17E-05
806.4612,0
806.69911,1.52E-06
806.93702,9.84E-06
807.17495,0
807.41288,0
807.65082,0
807.88877,4.71E-06
808.12673,0
808.36469,7.88E-07
808.60266,0
808.84064,0
809.07863,0
809.31663,0
809.55463,1.81E-05
809.79264,0
810.03066,2.23E-05
810.26869,1.96E-06
810.50672,4.18E-06
810.74477,4.48E-06
810.98282,0
811.22088,0
811.45894,0
811.69702,4.99E-06
811.9351,0
812.17319,0
812.41129,0
812.64939,1.11E-05
812.88751,1.56E-05
813.12563,4.41E-06
813.36376,1.18E-05
813.60189,0
813.84004,4.99E-06
814.07819,0
814.31635,1.51E-05
814.55452,5.66E-08
814.79269,2.66E-05
815.03088,6.82E-07
815.26907,4.11E-06
815.50727,4.78E-06
815.74547,7.71E-06
815.98369,0
816.22191,1.08E-06
816.46014,0
816.69838,0
816.93662,2.02E-05
817.17488,1.12E-06
817.41314,0
817.65141,1.10E-05
817.88968,0
818.12797,4.91E-06
818.36626,0
818.60456,7.03E-07
818.84286,0
819.08118,0
819.3195,0
819.55783,0
819.79617,5.79E-06
820.03451,0
820.27287,0
820.51123,0
820.7496,1.25E-05
820.98797,0
821.22636,3.79E-06
821.46475,0
821.70315,0
821.94155,0
822.17997,1.16E-05
822.41839,0
822.65682,5.92E-06
822.89526,0
823.1337,4.74E-06
823.37216,0
823.61062,0
823.84908,0
824.08756,1.88E-05
824.32604,7.30E-06
824.56453,5.40E-06
824.80303,0
825.04154,0
825.28005,0
825.51857,0
825.7571,4.16E-07
825.99564,2.67E-06
826.23418,0
826.47273,0
826.71129,0
826.94986,1.27E-05
827.18843,0
827.42701,2.28E-06
827.6656,0
827.9042,0
828.1428,7.96E-06
828.38141,0
828.62003,0
828.85866,0
829.0973,6.09E-06
829.33594,0
829.57459,0
829.81324,0
830.05191,0
830.29058,0
830.52926,0
830.76795,0
831.00664,1.79E-05
831.24534,2.03E-06
831.48405,0
831.72277,6.65E-06
831.96149,2.93E-06
832.20023,4.28E-06
832.43897,0
832.67771,3.93E-07
832.91647,0
833.15523,7.96E-06
833.394,0
833.63277,1.34E-06
833.87156,0
834.11035,0
834.34915,0
834.58796,6.18E-06
834.82677,1.65E-06
835.06559,0
835.30442,0
835.54326,0
835.7821,1.15E-05
836.02095,4.26E-06
836.25981,4.07E-06
836.49867,0
836.73755,0
836.97643,1.44E-05
837.21532,9.88E-07
837.45421,1.26E-06
837.69311,0
837.93203,0
838.17094,2.82E-06
838.40987,2.00E-06
838.6488,0
838.88774,7.17E-06
839.12669,0
839.36564,0
839.6046,0
839.84357,0
840.08255,0
840.32153,1.17E-07
840.56052,0
840.79952,0
841.03853,3.95E-07
841.27754,0
841.51656,0
841.75559,4.78E-06
841.99462,1.60E-06
842.23367,4.46E-06
842.47272,0
842.71177,0
842.95084,4.76E-06
843.18991,0
843.42899,0
843.66807,6.89E-06
